age,education,jobclass,health,health_ins,wage
53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,151.8050963
55,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103279
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
31,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
53,2. HS Grad,1. Industrial,1. <=Good,1. Yes,128.6804882
49,4. College Grad,1. Industrial,2. >=Very Good,2. No,154.685293
49,4. College Grad,1. Industrial,2. >=Very Good,2. No,130.9821774
43,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,120.5894365
20,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
46,2. HS Grad,2. Information,2. >=Very Good,1. Yes,110.1729303
48,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,152.2168068
19,2. HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601965
56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,85.38394038
44,3. Some College,1. Industrial,2. >=Very Good,2. No,101.8243521
23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.38394038
42,4. College Grad,2. Information,1. <=Good,1. Yes,101.8243521
32,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,118.8843593
32,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
43,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
57,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.610994
26,3. Some College,2. Information,1. <=Good,1. Yes,109.8339856
67,3. Some College,2. Information,1. <=Good,1. Yes,151.5914842
31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896505
49,3. Some College,2. Information,2. >=Very Good,1. Yes,103.9024706
29,4. College Grad,1. Industrial,1. <=Good,1. Yes,128.6804882
41,3. Some College,1. Industrial,1. <=Good,2. No,108.8745258
35,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103279
39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,95.23071257
33,3. Some College,2. Information,2. >=Very Good,1. Yes,98.59934386
53,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
43,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
36,4. College Grad,2. Information,1. <=Good,1. Yes,94.65402038
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
58,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.9215065
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
34,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.5960991
30,4. College Grad,2. Information,2. >=Very Good,2. No,127.1157438
21,2. HS Grad,1. Industrial,1. <=Good,2. No,29.3769761
39,4. College Grad,2. Information,2. >=Very Good,1. Yes,129.4536446
28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
54,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894637
24,3. Some College,1. Industrial,1. <=Good,1. Yes,90.48191336
57,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,70.81503862
48,2. HS Grad,2. Information,2. >=Very Good,2. No,95.23071257
31,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856
47,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.020621
44,4. College Grad,2. Information,2. >=Very Good,2. No,160.6424754
30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,70.47601965
41,4. College Grad,2. Information,1. <=Good,1. Yes,130.9821774
26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,105.9278108
32,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
39,2. HS Grad,2. Information,1. <=Good,1. Yes,97.4710061
42,3. Some College,2. Information,1. <=Good,1. Yes,111.7208494
24,4. College Grad,2. Information,2. >=Very Good,1. Yes,172.2172655
44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,129.4536446
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
58,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751
33,2. HS Grad,2. Information,2. >=Very Good,1. Yes,94.07271475
56,2. HS Grad,1. Industrial,1. <=Good,2. No,94.07271475
28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,96.93409046
41,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133
22,3. Some College,1. Industrial,2. >=Very Good,2. No,32.36641317
37,3. Some College,1. Industrial,1. <=Good,1. Yes,84.45025367
18,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
37,4. College Grad,2. Information,2. >=Very Good,2. No,84.7183897
43,4. College Grad,1. Industrial,1. <=Good,1. Yes,167.7065756
49,2. HS Grad,2. Information,2. >=Very Good,1. Yes,94.07271475
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751
47,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,81.28325328
52,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751
34,3. Some College,1. Industrial,2. >=Very Good,2. No,114.4757133
62,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.9821774
44,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
48,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,152.2168068
51,2. HS Grad,2. Information,2. >=Very Good,1. Yes,124.7204462
35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591
42,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.24288466
34,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796373
50,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
50,4. College Grad,2. Information,1. <=Good,1. Yes,153.4575153
55,4. College Grad,2. Information,1. <=Good,2. No,46.7632688
56,2. HS Grad,1. Industrial,1. <=Good,1. Yes,129.4536446
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.9821774
44,4. College Grad,2. Information,2. >=Very Good,2. No,94.07271475
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,128.6804882
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,73.77574327
51,4. College Grad,2. Information,1. <=Good,2. No,110.7826503
53,3. Some College,2. Information,2. >=Very Good,2. No,99.6894637
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,91.69922611
34,2. HS Grad,2. Information,2. >=Very Good,1. Yes,82.6796373
36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593
44,3. Some College,2. Information,1. <=Good,1. Yes,148.4131591
54,2. HS Grad,1. Industrial,2. >=Very Good,2. No,95.23071257
36,4. College Grad,1. Industrial,2. >=Very Good,2. No,163.515864
62,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,279.501782
33,5. Advanced Degree,2. Information,2. >=Very Good,2. No,114.4757133
44,2. HS Grad,1. Industrial,2. >=Very Good,2. No,102.8702469
80,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103279
45,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103279
58,4. College Grad,2. Information,2. >=Very Good,1. Yes,70.47601965
51,3. Some College,1. Industrial,2. >=Very Good,2. No,101.8243521
60,3. Some College,2. Information,2. >=Very Good,1. Yes,277.6014175
33,1. < HS Grad,1. Industrial,1. <=Good,2. No,87.98103279
28,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065
37,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
56,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894637
59,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326
56,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.04315402
34,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,72.15045568
37,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,34.60741773
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896505
36,5. Advanced Degree,2. Information,2. >=Very Good,2. No,140.3982002
23,3. Some College,2. Information,2. >=Very Good,2. No,27.14057921
56,2. HS Grad,2. Information,1. <=Good,1. Yes,127.1157438
33,3. Some College,1. Industrial,2. >=Very Good,2. No,114.4757133
48,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
37,3. Some College,1. Industrial,1. <=Good,1. Yes,101.8243521
56,2. HS Grad,2. Information,1. <=Good,2. No,86.69515483
22,3. Some College,1. Industrial,2. >=Very Good,2. No,63.188861
60,2. HS Grad,1. Industrial,1. <=Good,2. No,114.9265218
30,4. College Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243521
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,101.8243521
55,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,103.181327
26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,113.5670896
39,3. Some College,2. Information,2. >=Very Good,1. Yes,148.4131591
42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
71,4. College Grad,2. Information,1. <=Good,1. Yes,105.6914475
33,3. Some College,2. Information,2. >=Very Good,1. Yes,128.6804882
49,2. HS Grad,1. Industrial,2. >=Very Good,2. No,51.75144037
45,3. Some College,1. Industrial,1. <=Good,2. No,81.28325328
41,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,158.2946214
59,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,54.1212054
33,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
47,1. < HS Grad,1. Industrial,1. <=Good,2. No,71.68674367
34,3. Some College,2. Information,2. >=Very Good,1. Yes,145.1436012
23,3. Some College,2. Information,2. >=Very Good,2. No,94.07271475
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.901233
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,102.8702469
54,2. HS Grad,2. Information,1. <=Good,2. No,89.49247952
46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.9215065
52,4. College Grad,2. Information,1. <=Good,1. Yes,137.5901428
50,2. HS Grad,1. Industrial,2. >=Very Good,2. No,176.9896505
57,2. HS Grad,1. Industrial,1. <=Good,1. Yes,97.49329405
46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,100.7642728
30,3. Some College,2. Information,1. <=Good,2. No,81.28325328
32,3. Some College,1. Industrial,1. <=Good,2. No,56.90553914
53,3. Some College,1. Industrial,2. >=Very Good,2. No,105.9278108
48,4. College Grad,1. Industrial,1. <=Good,1. Yes,138.2991269
31,3. Some College,2. Information,2. >=Very Good,1. Yes,108.8745258
50,2. HS Grad,1. Industrial,2. >=Very Good,2. No,76.89360252
41,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.35567932
24,3. Some College,2. Information,2. >=Very Good,1. Yes,74.57116177
53,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
39,2. HS Grad,1. Industrial,1. <=Good,2. No,95.23071257
47,3. Some College,1. Industrial,1. <=Good,1. Yes,145.1436012
36,4. College Grad,2. Information,2. >=Very Good,1. Yes,140.3982002
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
45,3. Some College,2. Information,2. >=Very Good,2. No,99.6894637
60,1. < HS Grad,1. Industrial,1. <=Good,2. No,59.09706408
43,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
20,2. HS Grad,1. Industrial,1. <=Good,2. No,64.35102457
27,4. College Grad,1. Industrial,1. <=Good,1. Yes,133.2323508
35,2. HS Grad,1. Industrial,2. >=Very Good,2. No,59.09706408
50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.9215065
56,2. HS Grad,1. Industrial,1. <=Good,2. No,60.15412466
19,3. Some College,1. Industrial,1. <=Good,2. No,30.92375269
35,4. College Grad,2. Information,2. >=Very Good,2. No,109.8339856
23,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
54,1. < HS Grad,2. Information,1. <=Good,2. No,65.11085372
43,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103279
42,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,176.9896505
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,189.2441629
49,4. College Grad,2. Information,2. >=Very Good,1. Yes,79.85490031
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.1854619
50,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.8843593
37,4. College Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
38,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,186.8766776
58,4. College Grad,2. Information,2. >=Very Good,2. No,154.685293
41,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,124.7204462
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,277.7994802
51,3. Some College,2. Information,2. >=Very Good,2. No,99.59198882
44,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
43,4. College Grad,2. Information,1. <=Good,1. Yes,114.4757133
34,3. Some College,1. Industrial,2. >=Very Good,2. No,145.1436012
43,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.2991269
59,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,256.4006496
61,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,113.5670896
40,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.0197533
49,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065
55,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
54,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,123.0896998
41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
29,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
66,2. HS Grad,2. Information,1. <=Good,2. No,138.2991269
61,5. Advanced Degree,2. Information,1. <=Good,1. Yes,107.4339706
34,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,105.9278108
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,121.4303138
48,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,85.38394038
26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,91.69922611
54,3. Some College,2. Information,2. >=Very Good,2. No,90.48191336
44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
60,4. College Grad,2. Information,2. >=Very Good,1. Yes,147.1166892
57,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
53,2. HS Grad,2. Information,2. >=Very Good,1. Yes,107.9039239
54,5. Advanced Degree,2. Information,2. >=Very Good,2. No,118.8843593
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
62,2. HS Grad,2. Information,1. <=Good,1. Yes,127.1157438
40,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103279
39,2. HS Grad,2. Information,1. <=Good,1. Yes,111.7208494
55,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
57,4. College Grad,2. Information,1. <=Good,1. Yes,123.0896998
45,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896505
41,4. College Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
28,3. Some College,1. Industrial,1. <=Good,2. No,102.7662809
58,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,120.5894365
47,5. Advanced Degree,2. Information,1. <=Good,1. Yes,141.7751723
60,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,106.9218141
26,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.266292
52,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
31,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894637
63,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,200.5432623
42,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.8339856
30,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,125.5254984
52,3. Some College,2. Information,2. >=Very Good,1. Yes,114.4757133
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754
29,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
42,4. College Grad,2. Information,2. >=Very Good,2. No,160.6424754
57,4. College Grad,2. Information,1. <=Good,1. Yes,125.5254984
46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,133.2323508
21,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.04315402
34,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
39,2. HS Grad,1. Industrial,1. <=Good,1. Yes,63.188861
26,3. Some College,1. Industrial,2. >=Very Good,1. Yes,95.23071257
42,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,111.7208494
48,3. Some College,2. Information,1. <=Good,2. No,78.3924668
54,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
80,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
37,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,78.3924668
31,3. Some College,2. Information,1. <=Good,2. No,81.28325328
41,2. HS Grad,2. Information,2. >=Very Good,2. No,70.81503862
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
43,4. College Grad,2. Information,1. <=Good,1. Yes,130.6022275
54,4. College Grad,2. Information,2. >=Very Good,2. No,200.5432623
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
45,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103279
21,2. HS Grad,2. Information,1. <=Good,2. No,96.14407221
59,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.9215065
29,4. College Grad,1. Industrial,1. <=Good,2. No,62.23868126
29,4. College Grad,2. Information,2. >=Very Good,2. No,137.5901428
33,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
45,4. College Grad,1. Industrial,1. <=Good,1. Yes,155.9005061
53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,176.9896505
63,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,123.0896998
56,4. College Grad,2. Information,2. >=Very Good,1. Yes,138.2991269
21,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,63.188861
39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,182.020621
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,116.2653241
40,3. Some College,1. Industrial,1. <=Good,2. No,94.07271475
47,3. Some College,1. Industrial,1. <=Good,1. Yes,148.4131591
43,3. Some College,2. Information,1. <=Good,2. No,20.08553692
42,3. Some College,2. Information,2. >=Very Good,1. Yes,111.7208494
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
39,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28325328
50,4. College Grad,2. Information,1. <=Good,2. No,70.47601965
60,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,92.89584479
57,3. Some College,1. Industrial,2. >=Very Good,2. No,87.98103279
38,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.49247952
49,2. HS Grad,2. Information,2. >=Very Good,1. Yes,102.8702469
51,2. HS Grad,2. Information,1. <=Good,1. Yes,73.77574327
33,3. Some College,2. Information,2. >=Very Good,1. Yes,66.22940829
59,3. Some College,2. Information,2. >=Very Good,1. Yes,117.1468169
41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,101.8243521
33,5. Advanced Degree,2. Information,2. >=Very Good,2. No,116.2653241
28,4. College Grad,2. Information,2. >=Very Good,1. Yes,126.3238807
49,3. Some College,2. Information,1. <=Good,2. No,82.74175417
51,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,112.6488963
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
26,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.98103279
22,4. College Grad,2. Information,2. >=Very Good,2. No,54.02996518
47,2. HS Grad,2. Information,2. >=Very Good,2. No,117.1468169
59,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.8843593
41,4. College Grad,2. Information,1. <=Good,1. Yes,127.901233
32,4. College Grad,2. Information,1. <=Good,1. Yes,87.98103279
45,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
39,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.74808773
64,2. HS Grad,2. Information,1. <=Good,1. Yes,95.23071257
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751
61,2. HS Grad,2. Information,2. >=Very Good,2. No,81.28325328
34,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,68.74808773
52,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751
33,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,150.6951821
34,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
39,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.35567932
59,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723
49,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,175.9329977
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,198.3502905
49,2. HS Grad,1. Industrial,1. <=Good,1. Yes,94.07271475
25,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
59,4. College Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
